37	20	23
2	10	39
22	16	36
29	29	15
8	23	22
14	31	14
8	40	25
13	39	32
17	22	30
22	39	6
2	5	33
23	3	2
11	13	17
10	24	30
10	22	32
7	37	15
39	22	30
38	18	36
33	22	10
30	29	6
8	1	10
15	33	15
8	6	12
1	20	38
13	11	3
28	15	24
26	27	7
22	7	34
18	12	7
12	8	21
21	8	40
31	14	15
31	36	2
24	19	9
30	17	16
26	8	14
5	39	10
21	17	38
14	34	28
4	25	39
6	16	18
8	36	38
27	32	1
18	19	25
28	33	33
11	36	10
1	18	38
22	14	31
12	24	34
38	37	23
37	29	32
16	16	14
1	30	9
27	39	13
34	22	24
39	22	34
3	13	12
19	3	17
24	8	35
28	4	25
29	19	40
27	1	9
30	37	34
15	26	28
24	1	10
5	2	20
3	9	16
40	19	24
12	6	33
24	1	5
39	30	33
8	15	34
8	32	15
14	18	18
38	18	23
16	2	29
11	2	30
7	4	31
16	24	16
15	10	18
6	34	39
18	35	23
4	39	34
25	20	12
1	9	25
23	10	24
32	22	39
10	31	4
18	14	21
23	19	21
3	26	4
20	37	37
26	7	36
9	29	18
34	24	32
39	18	6
34	36	25
21	16	11
12	8	18
30	26	34
10	25	8
39	14	13
25	33	20
25	40	14
7	40	32
4	6	40
11	10	7
35	1	10
37	25	29
28	5	16
30	17	39
10	36	39
24	22	26
33	15	35
17	9	17
40	18	26
4	39	40
13	5	23
21	19	38
3	35	29
30	2	20
23	28	26
22	40	36
34	12	8
35	6	16
32	28	40
13	37	17
19	25	27
31	36	37
5	8	40
5	31	27
11	14	5
21	17	2
39	7	25
29	33	23
13	25	39
12	30	30
35	33	27
37	3	21
26	39	11
11	20	39
4	31	22
34	30	2
24	34	28
38	7	21
3	19	3
24	25	36
12	38	14
34	34	10
8	36	5
18	24	13
16	24	10
34	35	27
28	2	3
9	36	12
13	17	12
6	2	36
27	30	18
23	7	31
7	6	25
6	25	32
20	11	5
37	13	40
23	17	34
2	17	3
3	16	19
33	25	14
19	7	26
16	8	10
32	4	24
15	13	25
22	31	24
29	10	18
35	30	2
14	28	21
27	33	17
39	34	5
4	12	19
24	13	19
17	21	23
13	14	33
11	34	29
31	33	35
40	23	3
8	11	9
32	28	19
8	10	39
40	19	32
33	16	19
17	22	14
30	40	3
20	31	30
33	40	21
15	10	8
3	22	18
24	3	7
37	31	31
8	25	15
18	35	38
30	40	1
2	38	34
38	17	26
31	1	22
23	22	27
8	9	30
20	9	4
21	14	36
40	4	1
35	30	12
39	30	8
28	22	38
17	14	3
38	34	24
