33	8	11
37	2	8
6	30	33
37	21	18
26	20	36
4	37	16
12	25	31
22	25	16
39	35	33
39	33	31
7	24	16
39	8	9
39	10	32
20	36	38
33	2	14
6	20	27
17	7	18
37	40	34
32	29	31
39	21	7
27	19	35
2	3	40
34	28	21
38	2	36
28	3	24
31	21	7
30	4	8
16	33	17
27	33	30
7	29	34
29	6	32
2	27	13
12	21	22
2	39	4
4	26	5
33	33	6
28	19	28
13	18	20
39	34	8
2	4	20
18	6	6
16	7	3
31	16	35
32	34	23
8	33	38
20	3	28
18	16	24
26	22	33
29	17	36
31	27	40
12	26	1
28	12	35
27	18	25
7	1	40
5	40	22
20	7	20
39	5	33
14	15	10
24	8	20
9	20	37
31	14	23
11	39	34
21	37	30
28	3	24
36	30	10
39	11	27
22	17	4
6	22	26
6	38	27
11	17	30
34	40	36
11	13	40
33	29	31
10	27	24
38	22	38
14	28	24
8	27	1
11	8	5
25	6	35
19	40	20
15	7	34
34	2	9
24	23	23
22	36	26
37	27	2
12	8	25
31	15	15
31	19	2
16	40	20
23	7	8
4	35	5
3	26	9
22	16	6
32	8	8
38	18	2
6	20	26
23	5	12
19	24	22
1	10	28
14	16	20
7	24	22
32	11	18
13	12	5
22	25	20
7	11	35
25	33	35
11	40	11
27	30	9
28	14	23
30	24	26
19	5	17
4	37	9
10	36	38
37	33	4
7	11	5
34	24	6
22	1	7
40	18	25
4	13	23
18	7	3
5	8	38
39	17	30
1	4	30
31	24	3
33	19	35
35	28	38
4	28	40
16	26	35
11	2	32
33	3	21
18	13	8
37	22	16
8	27	6
11	17	2
6	33	38
6	29	13
35	39	12
24	22	14
22	14	19
6	5	26
35	25	2
25	32	34
15	17	23
21	4	35
17	11	14
4	7	18
10	12	3
5	18	8
8	22	27
10	19	14
17	36	36
2	21	5
37	38	40
38	26	22
20	39	29
20	10	40
14	28	12
37	12	17
15	27	19
5	28	31
32	3	33
16	11	5
10	9	8
17	27	15
4	34	3
6	14	21
38	32	14
39	28	8
24	1	9
3	25	37
10	16	28
15	37	19
33	1	37
1	19	5
2	17	30
7	19	30
26	31	23
30	13	8
26	32	24
19	19	12
22	2	6
12	8	9
30	29	36
8	19	3
28	7	10
8	14	3
15	25	18
26	8	1
32	30	36
4	10	8
38	37	4
32	11	13
20	31	19
18	8	5
18	12	40
13	4	14
21	24	12
21	28	3
33	22	12
32	18	2
26	26	21
16	26	31
33	28	26
22	26	4
15	38	4
38	9	32
36	29	37
23	10	22
25	5	5
24	25	34
9	19	14
13	19	12
19	27	30
10	31	1
34	15	2
8	27	27
10	17	25
7	34	22
10	34	30
18	11	29
13	25	32
37	24	12
18	22	28
8	35	23
37	11	16
40	13	3
18	5	32
5	38	14
11	26	25
17	20	30
24	26	5
11	22	6
25	26	22
29	22	20
9	29	36
5	21	32
12	40	30
13	9	3
17	5	3
21	5	4
4	3	32
11	17	38
33	18	28
2	15	6
38	31	29
30	26	5
20	31	5
24	38	26
10	39	14
19	8	27
39	6	30
22	28	24
21	4	30
10	22	10
20	22	30
25	35	39
28	20	35
16	16	4
15	27	15
40	30	15
2	21	28
36	14	24
37	6	32
32	24	15
4	11	9
11	2	4
14	31	31
28	10	9
6	18	16
29	28	23
5	15	10
27	30	26
20	16	20
32	28	7
29	29	32
37	18	5
36	1	12
14	14	10
28	17	22
