36	20	35
24	35	32
28	21	8
34	23	15
31	21	5
24	35	38
16	9	3
2	13	15
2	27	33
13	17	4
30	22	12
13	27	29
15	21	25
23	30	40
8	35	30
24	37	29
2	1	27
33	19	24
15	22	9
10	10	8
23	12	2
25	7	25
13	7	20
19	17	25
24	10	36
35	35	35
7	12	37
20	5	17
22	33	4
34	7	29
37	11	38
1	18	8
9	39	24
11	32	39
26	25	26
39	24	36
33	26	1
25	33	4
14	37	30
17	36	33
24	7	12
15	7	7
16	2	5
1	14	40
28	30	2
37	2	36
40	14	39
10	31	15
35	20	11
29	4	39
4	5	36
2	29	17
35	4	26
39	28	3
39	7	17
6	32	18
30	9	5
40	27	16
15	16	23
21	20	23
13	22	13
6	27	10
33	8	18
30	13	22
24	9	24
24	2	26
11	32	29
3	33	20
18	30	12
23	20	15
26	23	13
18	15	21
17	34	8
3	36	4
7	27	32
32	32	20
6	1	23
37	35	16
24	3	40
36	23	29
3	24	11
19	33	1
5	25	27
37	22	20
39	22	36
33	39	4
14	6	39
11	23	4
3	18	23
36	3	13
40	12	5
15	37	1
26	5	4
2	25	30
10	19	2
29	39	8
37	40	14
23	34	7
34	20	2
38	34	13
11	36	5
2	21	38
29	22	32
2	7	4
23	27	35
3	9	22
36	38	16
21	40	20
29	37	10
6	21	24
11	14	35
11	34	5
32	4	33
36	4	30
19	25	7
24	6	27
18	40	3
20	4	13
7	23	15
12	26	2
24	20	16
33	35	6
38	16	7
24	3	37
36	8	30
12	16	21
18	30	39
20	9	29
21	18	7
21	8	8
40	12	9
35	36	2
6	24	38
10	9	4
19	20	39
5	29	1
9	11	25
19	31	39
31	22	28
28	5	38
5	6	20
16	20	25
18	1	31
10	9	20
25	15	2
37	7	3
21	31	36
37	34	15
34	5	15
11	14	5
38	1	31
10	25	7
22	9	14
4	6	11
10	35	20
19	8	26
36	5	22
39	20	38
16	30	11
37	35	25
3	15	30
13	24	9
35	11	16
35	36	33
24	2	25
10	24	21
23	10	22
39	35	20
24	32	34
38	16	18
23	23	24
8	4	38
27	24	13
20	16	6
5	3	25
37	17	26
32	21	16
22	5	8
30	7	8
37	34	33
27	32	32
20	16	25
6	33	13
10	33	25
39	30	19
37	22	25
29	2	26
8	18	30
11	32	2
21	21	19
27	25	39
27	19	17
38	25	20
32	28	17
12	10	18
2	22	37
35	18	13
38	25	23
3	40	4
12	9	39
3	29	5
9	17	16
20	30	37
22	27	38
9	8	29
8	20	20
30	35	15
22	19	37
2	17	24
6	27	12
4	25	24
36	40	23
34	15	21
