-6	22	-27
-39	10	-46
-5	-77	-19
-25	-4	30
-35	-41	18
-40	-66	-32
-49	-28	23
-8	-45	-21
-29	-86	-2
-23	33	15
-15	-65	2
-7	41	14
-57	-24	10
-25	-29	17
-7	-27	-58
-48	18	-13
-41	41	10
-44	30	-4
-12	-78	-8
-43	-21	-42
-7	-17	-40
-38	-6	-45
-9	-55	-37
-6	38	-6
-31	47	-16
-9	31	-42
-21	-62	-48
-54	-9	4
-52	-37	-31
-9	64	7
-32	15	31
-44	-20	-9
-38	0	-2
-12	-18	-8
-16	11	-10
-27	1	-1
-21	-4	0
-26	-22	12
-24	-5	17
-11	13	6
4	22	-28
38	13	-46
5	-76	-21
22	-2	30
33	-39	18
43	-62	-32
48	-26	24
7	-44	-21
31	-84	-2
21	33	15
12	-64	2
6	40	13
56	-22	15
24	-27	17
7	-25	-57
45	18	-12
39	42	10
44	30	-5
12	-76	-8
41	-18	-42
4	-16	-40
39	-9	-43
9	-54	-37
5	38	-7
30	49	-15
7	31	-42
21	-62	-49
53	-8	5
51	-30	-32
8	64	8
31	15	31
43	-18	-9
36	2	0
11	-17	-8
15	11	-11
25	3	0
21	-3	-1
26	-20	12
23	-3	18
9	12	6
