24	17	24
36	5	12
38	18	34
22	13	8
30	17	18
24	34	16
2	17	34
18	16	28
26	15	9
21	6	13
15	11	6
38	4	27
34	18	23
34	11	7
15	12	6
24	17	20
35	5	37
38	20	23
27	29	2
9	10	3
27	32	33
3	3	19
17	16	16
27	1	32
38	9	15
33	1	22
20	8	29
31	6	35
17	11	14
39	7	27
40	6	39
35	24	4
16	37	24
19	38	17
10	9	13
32	20	11
36	16	31
37	21	40
23	11	8
24	3	32
6	18	8
36	7	40
19	2	33
9	39	17
36	18	30
31	39	20
36	31	33
12	1	15
27	28	3
27	29	24
5	26	37
17	23	8
12	9	18
29	31	30
12	10	2
36	15	38
34	36	31
16	35	23
20	17	8
28	13	20
34	25	21
25	37	40
23	37	35
14	24	39
19	14	28
29	35	17
36	18	38
29	37	20
1	2	10
27	22	16
18	29	29
18	8	23
5	14	31
33	8	40
13	13	39
10	17	22
14	22	39
16	2	5
22	23	3
23	11	13
16	10	24
16	10	22
21	7	37
27	39	22
39	38	18
29	33	22
17	30	29
34	8	1
6	15	33
3	8	6
4	1	20
7	13	11
13	28	15
13	26	27
1	22	7
22	18	12
4	12	8
6	21	8
26	31	14
35	31	36
39	24	19
23	30	17
40	26	8
23	5	39
21	21	17
14	14	34
18	4	25
20	6	16
3	8	36
36	27	32
3	18	19
18	28	33
34	11	36
16	1	18
25	22	14
33	12	24
36	38	37
38	37	29
8	16	16
11	1	30
36	27	39
24	34	22
21	39	22
25	3	13
33	19	3
22	24	8
9	28	4
19	29	19
18	27	1
39	30	37
25	15	26
28	24	1
29	5	2
14	3	9
21	40	19
23	12	6
7	24	1
23	39	30
28	8	15
18	8	32
34	14	18
30	38	18
15	16	2
19	11	2
16	7	4
32	16	24
30	15	10
18	6	34
28	18	35
38	4	39
32	25	20
29	1	9
5	23	10
16	32	22
24	10	31
19	18	14
3	23	19
10	3	26
34	20	37
1	26	7
35	9	29
4	34	24
27	39	18
21	34	36
9	21	16
23	12	8
5	30	26
27	10	25
24	39	14
3	25	33
3	25	40
7	7	40
1	4	6
18	11	10
34	35	1
25	37	25
21	28	5
35	30	17
4	10	36
37	24	22
5	33	15
21	17	9
6	40	18
23	4	39
1	13	5
31	21	19
34	3	35
37	30	2
40	23	28
21	22	40
11	34	12
5	35	6
21	32	28
24	13	37
31	19	25
4	31	36
27	5	8
21	5	31
7	11	14
38	21	17
24	39	7
18	29	33
38	13	25
27	12	30
19	35	33
34	37	3
22	26	39
23	11	20
28	4	31
15	34	30
10	24	34
24	38	7
35	3	19
