1	20	0
1	39	0
4	38	0
3	33	0
3	43	0
2	56	0
3	53	0
2	50	0
4	57	0
1	55	0
4	46	0
1	51	0
3	36	0
3	29	0
2	35	0
1	36	0
1	34	0
1	43	0
4	37	0
2	51	0
2	31	0
1	52	0
2	65	1
1	29	0
1	54	0
1	62	1
2	70	1
3	53	0
2	50	0
1	30	0
3	33	0
3	10	0
3	60	1
5	73	1
5	61	1
5	72	1
5	41	0
5	59	0
5	36	0
5	29	0
1	28	0
1	38	0
4	42	0
3	27	0
3	48	0
2	55	0
3	46	0
2	51	0
4	53	0
1	57	0
4	44	0
1	46	0
3	45	0
3	29	0
2	37	0
1	33	0
1	39	0
1	37	0
4	43	0
2	49	0
2	31	0
1	50	0
2	64	1
1	32	0
1	56	0
1	65	1
2	73	1
3	52	0
2	43	0
1	37	0
3	36	0
3	10	0
3	55	0
5	67	1
5	61	1
5	69	1
5	46	0
5	63	1
5	46	0
5	29	0
