31	9	1
13	16	4
28	33	23
15	32	39
3	27	31
37	15	14
5	14	37
30	3	38
32	35	14
15	3	11
1	28	18
1	23	30
14	18	4
29	20	32
37	28	11
19	9	6
3	15	38
17	31	33
14	5	6
13	26	30
12	31	10
39	26	5
24	27	10
10	24	33
37	30	8
2	19	36
23	6	31
27	13	36
38	34	2
40	27	10
7	16	17
1	37	17
5	22	10
7	7	36
23	28	4
23	32	27
31	34	10
5	19	5
30	4	25
22	6	39
19	23	30
24	25	5
40	28	8
15	17	13
12	6	4
14	13	31
36	29	21
32	9	7
10	30	24
27	16	9
2	1	7
40	27	24
5	26	12
6	29	20
29	33	9
14	28	4
28	12	13
5	27	9
23	31	34
5	12	28
11	33	14
23	4	27
1	37	16
19	40	22
12	17	6
11	11	27
21	11	19
21	14	18
3	32	32
20	26	5
33	30	28
27	37	3
8	40	24
39	40	15
39	20	15
37	20	29
16	3	28
26	13	32
33	37	24
17	28	19
29	12	8
34	18	7
27	15	36
23	21	18
39	7	17
36	18	21
6	37	23
19	4	18
13	15	32
6	3	17
13	33	9
15	33	27
35	34	38
8	27	9
4	39	32
1	24	16
32	36	21
11	3	37
15	1	17
33	9	26
23	24	17
32	31	8
20	35	35
18	4	36
14	35	21
3	38	10
28	22	38
1	3	9
17	36	27
36	7	19
1	32	34
21	13	2
31	27	19
28	35	17
8	6	2
40	35	38
36	35	39
28	30	10
5	27	15
35	38	27
37	16	13
37	18	38
23	9	8
17	32	29
5	35	5
22	30	13
18	6	32
26	4	6
9	4	13
26	8	31
39	18	12
28	13	26
36	26	30
38	30	29
38	14	27
21	33	14
8	11	30
33	25	32
2	35	28
6	8	8
38	21	13
12	29	13
38	10	40
28	33	32
27	24	29
16	40	34
35	36	15
23	31	34
13	36	31
34	14	26
32	29	2
39	19	40
40	30	32
25	23	14
1	17	2
11	3	19
13	21	23
10	21	22
29	21	11
26	21	33
38	17	31
22	27	29
18	29	33
26	27	14
9	20	20
2	4	40
9	33	38
35	16	7
5	15	40
39	13	26
17	17	4
8	21	18
23	12	13
17	19	18
32	2	11
4	6	10
2	5	39
34	21	34
5	38	36
39	15	38
25	38	39
11	13	3
28	9	37
22	5	35
26	25	1
25	23	10
29	25	38
2	32	19
33	1	18
16	40	3
7	4	21
36	37	16
36	10	14
34	33	1
24	25	31
17	12	39
23	27	15
22	36	18
29	16	35
15	35	4
10	37	39
27	37	21
2	36	14
16	9	20
32	1	29
14	4	8
23	29	23
13	13	25
40	9	7
2	5	39
11	15	9
21	14	36
15	25	10
