6	17	21
16	5	25
40	18	13
26	36	4
36	15	35
20	5	6
1	23	15
25	36	25
10	14	40
22	2	21
29	6	40
25	4	10
24	30	16
18	19	28
10	27	3
18	28	30
1	23	17
25	26	33
39	36	16
4	27	13
2	36	40
36	19	29
10	6	17
1	3	4
33	29	30
6	13	26
36	27	3
4	27	5
15	22	40
24	29	20
24	21	1
27	20	3
26	20	6
18	38	36
6	16	19
31	5	23
10	10	20
27	28	3
35	34	36
4	39	12
39	9	11
2	31	24
34	24	20
34	17	15
2	21	27
22	20	38
38	27	25
13	30	12
33	13	9
25	4	18
32	34	2
32	16	36
2	32	25
12	8	9
27	5	21
20	37	3
39	36	35
30	40	18
23	35	22
12	2	23
11	22	28
36	40	15
18	21	4
33	35	19
4	3	2
35	40	30
2	37	2
36	23	39
36	18	30
21	14	38
5	29	21
8	1	10
29	15	11
34	37	31
2	22	40
31	19	15
39	20	31
14	13	5
26	39	24
14	40	18
9	21	30
32	40	11
29	19	4
12	18	19
24	9	26
17	8	6
4	34	19
1	30	27
20	22	34
12	34	13
14	21	17
12	23	36
7	9	29
16	24	10
28	6	31
9	3	12
27	28	12
18	25	1
18	9	15
8	17	18
8	26	13
25	23	12
11	6	10
23	7	38
38	1	35
29	17	16
28	20	20
39	7	23
32	27	20
25	1	11
38	5	40
3	39	8
11	40	35
40	2	2
31	20	14
20	35	30
28	10	26
17	34	7
16	33	39
9	26	22
16	1	11
2	16	24
19	37	37
14	28	36
40	16	20
23	26	18
34	10	13
17	23	3
19	40	31
34	34	6
40	12	15
21	28	16
38	15	36
30	40	1
23	4	34
39	11	12
33	33	11
39	4	20
26	22	30
16	33	9
20	30	9
37	6	40
1	18	24
7	15	13
19	20	39
22	24	36
3	6	8
27	37	1
36	26	29
5	7	35
18	23	5
12	38	2
40	32	24
25	28	25
11	19	21
6	11	1
22	23	28
34	10	38
34	13	35
34	37	5
9	36	15
22	32	10
35	38	23
5	8	25
35	21	13
36	26	32
9	37	32
4	27	32
19	16	15
34	30	3
19	33	29
17	25	40
21	4	7
6	37	5
6	3	37
35	22	20
25	5	35
11	16	33
35	33	8
3	10	10
19	36	3
29	29	25
14	16	32
17	10	21
22	11	2
36	31	40
32	2	21
3	28	14
12	25	7
16	30	26
35	40	24
17	16	31
10	11	7
24	36	15
20	33	6
36	19	35
38	4	14
33	23	12
29	8	1
30	22	33
36	15	20
3	13	22
14	30	35
1	21	29
34	32	27
21	9	8
15	28	23
10	3	39
22	33	24
12	28	33
3	38	40
4	4	36
3	37	9
